ADW16643.1	GCA_000186885.1
ADW16644.1	GCA_000186885.1
ADW16645.1	GCA_000186885.1
ADW16646.1	GCA_000186885.1
ADW16647.1	GCA_000186885.1
ADW16648.1	GCA_000186885.1
ADW16649.1	GCA_000186885.1
ADW16650.1	GCA_000186885.1
ADW16651.1	GCA_000186885.1
ADW16652.1	GCA_000186885.1
ADW16653.1	GCA_000186885.1
ADW16654.1	GCA_000186885.1
ADW16655.1	GCA_000186885.1
ADW16656.1	GCA_000186885.1
ADW16657.1	GCA_000186885.1
ADW16658.1	GCA_000186885.1
ADW16659.1	GCA_000186885.1
ADW16660.1	GCA_000186885.1
ADW16661.1	GCA_000186885.1
ADW16662.1	GCA_000186885.1
ADW16663.1	GCA_000186885.1
ADW16664.1	GCA_000186885.1
ADW16665.1	GCA_000186885.1
ADW16666.1	GCA_000186885.1
ADW16667.1	GCA_000186885.1
ADW16668.1	GCA_000186885.1
ADW16669.1	GCA_000186885.1
ADW16670.1	GCA_000186885.1
ADW16671.1	GCA_000186885.1
ADW16672.1	GCA_000186885.1
ADW16673.1	GCA_000186885.1
ADW16674.1	GCA_000186885.1
ADW16675.1	GCA_000186885.1
ADW16676.1	GCA_000186885.1
ADW16677.1	GCA_000186885.1
ADW16678.1	GCA_000186885.1
ADW16679.1	GCA_000186885.1
ADW16680.1	GCA_000186885.1
ADW16681.1	GCA_000186885.1
ADW16682.1	GCA_000186885.1
ADW16683.1	GCA_000186885.1
ADW16684.1	GCA_000186885.1
ADW16685.1	GCA_000186885.1
ADW16686.1	GCA_000186885.1
ADW16687.1	GCA_000186885.1
ADW16688.1	GCA_000186885.1
ADW16689.1	GCA_000186885.1
ADW16690.1	GCA_000186885.1
ADW16691.1	GCA_000186885.1
ADW16692.1	GCA_000186885.1
ADW16693.1	GCA_000186885.1
ADW16694.1	GCA_000186885.1
ADW16695.1	GCA_000186885.1
ADW16696.1	GCA_000186885.1
ADW16697.1	GCA_000186885.1
ADW16698.1	GCA_000186885.1
ADW16699.1	GCA_000186885.1
ADW16700.1	GCA_000186885.1
ADW16701.1	GCA_000186885.1
ADW16702.1	GCA_000186885.1
ADW16703.1	GCA_000186885.1
ADW16704.1	GCA_000186885.1
ADW16705.1	GCA_000186885.1
ADW16706.1	GCA_000186885.1
ADW16707.1	GCA_000186885.1
ADW16708.1	GCA_000186885.1
ADW16709.1	GCA_000186885.1
ADW16710.1	GCA_000186885.1
ADW16711.1	GCA_000186885.1
ADW16712.1	GCA_000186885.1
ADW16713.1	GCA_000186885.1
ADW16714.1	GCA_000186885.1
ADW16715.1	GCA_000186885.1
ADW16716.1	GCA_000186885.1
ADW16717.1	GCA_000186885.1
ADW16718.1	GCA_000186885.1
ADW16719.1	GCA_000186885.1
ADW16720.1	GCA_000186885.1
ADW16721.1	GCA_000186885.1
ADW16722.1	GCA_000186885.1
ADW16723.1	GCA_000186885.1
ADW16724.1	GCA_000186885.1
ADW16725.1	GCA_000186885.1
ADW16726.1	GCA_000186885.1
ADW16727.1	GCA_000186885.1
ADW16728.1	GCA_000186885.1
ADW16729.1	GCA_000186885.1
ADW16730.1	GCA_000186885.1
ADW16731.1	GCA_000186885.1
ADW16732.1	GCA_000186885.1
ADW16733.1	GCA_000186885.1
ADW16734.1	GCA_000186885.1
ADW16735.1	GCA_000186885.1
ADW16736.1	GCA_000186885.1
ADW16737.1	GCA_000186885.1
ADW16738.1	GCA_000186885.1
ADW16739.1	GCA_000186885.1
ADW16740.1	GCA_000186885.1
ADW16741.1	GCA_000186885.1
ADW16742.1	GCA_000186885.1
ADW16743.1	GCA_000186885.1
ADW16744.1	GCA_000186885.1
ADW16745.1	GCA_000186885.1
ADW16746.1	GCA_000186885.1
ADW16747.1	GCA_000186885.1
ADW16748.1	GCA_000186885.1
ADW16749.1	GCA_000186885.1
ADW16750.1	GCA_000186885.1
ADW16751.1	GCA_000186885.1
ADW16752.1	GCA_000186885.1
ADW16753.1	GCA_000186885.1
ADW16754.1	GCA_000186885.1
ADW16755.1	GCA_000186885.1
ADW16756.1	GCA_000186885.1
ADW16757.1	GCA_000186885.1
ADW16758.1	GCA_000186885.1
ADW16759.1	GCA_000186885.1
ADW16760.1	GCA_000186885.1
ADW16761.1	GCA_000186885.1
ADW16762.1	GCA_000186885.1
ADW16763.1	GCA_000186885.1
ADW16764.1	GCA_000186885.1
ADW16765.1	GCA_000186885.1
ADW16766.1	GCA_000186885.1
ADW16767.1	GCA_000186885.1
ADW16768.1	GCA_000186885.1
ADW16769.1	GCA_000186885.1
ADW16770.1	GCA_000186885.1
ADW16771.1	GCA_000186885.1
ADW16772.1	GCA_000186885.1
ADW16773.1	GCA_000186885.1
ADW16774.1	GCA_000186885.1
ADW16775.1	GCA_000186885.1
ADW16776.1	GCA_000186885.1
ADW16777.1	GCA_000186885.1
ADW16778.1	GCA_000186885.1
ADW16779.1	GCA_000186885.1
ADW16780.1	GCA_000186885.1
ADW16781.1	GCA_000186885.1
ADW16782.1	GCA_000186885.1
ADW16783.1	GCA_000186885.1
ADW16784.1	GCA_000186885.1
ADW16785.1	GCA_000186885.1
ADW16786.1	GCA_000186885.1
ADW16787.1	GCA_000186885.1
ADW16788.1	GCA_000186885.1
ADW16789.1	GCA_000186885.1
ADW16790.1	GCA_000186885.1
ADW16791.1	GCA_000186885.1
ADW16792.1	GCA_000186885.1
ADW16793.1	GCA_000186885.1
ADW16794.1	GCA_000186885.1
ADW16795.1	GCA_000186885.1
ADW16796.1	GCA_000186885.1
ADW16797.1	GCA_000186885.1
ADW16798.1	GCA_000186885.1
ADW16799.1	GCA_000186885.1
ADW16800.1	GCA_000186885.1
ADW16801.1	GCA_000186885.1
ADW16802.1	GCA_000186885.1
ADW16803.1	GCA_000186885.1
ADW16804.1	GCA_000186885.1
ADW16805.1	GCA_000186885.1
ADW16806.1	GCA_000186885.1
ADW16807.1	GCA_000186885.1
ADW16808.1	GCA_000186885.1
ADW16809.1	GCA_000186885.1
ADW16810.1	GCA_000186885.1
ADW16811.1	GCA_000186885.1
ADW16812.1	GCA_000186885.1
ADW16813.1	GCA_000186885.1
ADW16814.1	GCA_000186885.1
ADW16815.1	GCA_000186885.1
ADW16816.1	GCA_000186885.1
ADW16817.1	GCA_000186885.1
ADW16818.1	GCA_000186885.1
ADW16819.1	GCA_000186885.1
ADW16820.1	GCA_000186885.1
ADW16821.1	GCA_000186885.1
ADW16822.1	GCA_000186885.1
ADW16823.1	GCA_000186885.1
ADW16824.1	GCA_000186885.1
ADW16825.1	GCA_000186885.1
ADW16826.1	GCA_000186885.1
ADW16827.1	GCA_000186885.1
ADW16828.1	GCA_000186885.1
ADW16829.1	GCA_000186885.1
ADW16830.1	GCA_000186885.1
ADW16831.1	GCA_000186885.1
ADW16832.1	GCA_000186885.1
ADW16833.1	GCA_000186885.1
ADW16834.1	GCA_000186885.1
ADW16835.1	GCA_000186885.1
ADW16836.1	GCA_000186885.1
ADW16837.1	GCA_000186885.1
ADW16838.1	GCA_000186885.1
ADW16839.1	GCA_000186885.1
ADW16840.1	GCA_000186885.1
ADW16841.1	GCA_000186885.1
ADW16842.1	GCA_000186885.1
ADW16843.1	GCA_000186885.1
ADW16844.1	GCA_000186885.1
ADW16845.1	GCA_000186885.1
ADW16846.1	GCA_000186885.1
ADW16847.1	GCA_000186885.1
ADW16848.1	GCA_000186885.1
ADW16849.1	GCA_000186885.1
ADW16850.1	GCA_000186885.1
ADW16851.1	GCA_000186885.1
ADW16852.1	GCA_000186885.1
ADW16853.1	GCA_000186885.1
ADW16854.1	GCA_000186885.1
ADW16855.1	GCA_000186885.1
ADW16856.1	GCA_000186885.1
ADW16857.1	GCA_000186885.1
ADW16858.1	GCA_000186885.1
ADW16859.1	GCA_000186885.1
ADW16860.1	GCA_000186885.1
ADW16861.1	GCA_000186885.1
ADW16862.1	GCA_000186885.1
ADW16863.1	GCA_000186885.1
ADW16864.1	GCA_000186885.1
ADW16865.1	GCA_000186885.1
ADW16866.1	GCA_000186885.1
ADW16867.1	GCA_000186885.1
ADW16868.1	GCA_000186885.1
ADW16869.1	GCA_000186885.1
ADW16870.1	GCA_000186885.1
ADW16871.1	GCA_000186885.1
ADW16872.1	GCA_000186885.1
ADW16873.1	GCA_000186885.1
ADW16874.1	GCA_000186885.1
ADW16875.1	GCA_000186885.1
ADW16876.1	GCA_000186885.1
ADW16877.1	GCA_000186885.1
ADW16878.1	GCA_000186885.1
ADW16879.1	GCA_000186885.1
ADW16880.1	GCA_000186885.1
ADW16881.1	GCA_000186885.1
ADW16882.1	GCA_000186885.1
ADW16883.1	GCA_000186885.1
ADW16884.1	GCA_000186885.1
ADW16885.1	GCA_000186885.1
ADW16886.1	GCA_000186885.1
ADW16887.1	GCA_000186885.1
ADW16888.1	GCA_000186885.1
ADW16889.1	GCA_000186885.1
ADW16890.1	GCA_000186885.1
ADW16891.1	GCA_000186885.1
ADW16892.1	GCA_000186885.1
ADW16893.1	GCA_000186885.1
ADW16894.1	GCA_000186885.1
ADW16895.1	GCA_000186885.1
ADW16896.1	GCA_000186885.1
ADW16897.1	GCA_000186885.1
ADW16898.1	GCA_000186885.1
ADW16899.1	GCA_000186885.1
ADW16900.1	GCA_000186885.1
ADW16901.1	GCA_000186885.1
ADW16902.1	GCA_000186885.1
ADW16903.1	GCA_000186885.1
ADW16904.1	GCA_000186885.1
ADW16905.1	GCA_000186885.1
ADW16906.1	GCA_000186885.1
ADW16907.1	GCA_000186885.1
ADW16908.1	GCA_000186885.1
ADW16909.1	GCA_000186885.1
ADW16910.1	GCA_000186885.1
ADW16911.1	GCA_000186885.1
ADW16912.1	GCA_000186885.1
ADW16913.1	GCA_000186885.1
ADW16914.1	GCA_000186885.1
ADW16915.1	GCA_000186885.1
ADW16916.1	GCA_000186885.1
ADW16917.1	GCA_000186885.1
ADW16918.1	GCA_000186885.1
ADW16919.1	GCA_000186885.1
ADW16920.1	GCA_000186885.1
ADW16921.1	GCA_000186885.1
ADW16922.1	GCA_000186885.1
ADW16923.1	GCA_000186885.1
ADW16924.1	GCA_000186885.1
ADW16925.1	GCA_000186885.1
ADW16926.1	GCA_000186885.1
ADW16927.1	GCA_000186885.1
ADW16928.1	GCA_000186885.1
ADW16929.1	GCA_000186885.1
ADW16930.1	GCA_000186885.1
ADW16931.1	GCA_000186885.1
ADW16932.1	GCA_000186885.1
ADW16933.1	GCA_000186885.1
ADW16934.1	GCA_000186885.1
ADW16935.1	GCA_000186885.1
ADW16936.1	GCA_000186885.1
ADW16937.1	GCA_000186885.1
ADW16938.1	GCA_000186885.1
ADW16939.1	GCA_000186885.1
ADW16940.1	GCA_000186885.1
ADW16941.1	GCA_000186885.1
ADW16942.1	GCA_000186885.1
ADW16943.1	GCA_000186885.1
ADW16944.1	GCA_000186885.1
ADW16945.1	GCA_000186885.1
ADW16946.1	GCA_000186885.1
ADW16947.1	GCA_000186885.1
ADW16948.1	GCA_000186885.1
ADW16949.1	GCA_000186885.1
ADW16950.1	GCA_000186885.1
ADW16951.1	GCA_000186885.1
ADW16952.1	GCA_000186885.1
ADW16953.1	GCA_000186885.1
ADW16954.1	GCA_000186885.1
ADW16955.1	GCA_000186885.1
ADW16956.1	GCA_000186885.1
ADW16957.1	GCA_000186885.1
ADW16958.1	GCA_000186885.1
ADW16959.1	GCA_000186885.1
ADW16960.1	GCA_000186885.1
ADW16961.1	GCA_000186885.1
ADW16962.1	GCA_000186885.1
ADW16963.1	GCA_000186885.1
ADW16964.1	GCA_000186885.1
ADW16965.1	GCA_000186885.1
ADW16966.1	GCA_000186885.1
ADW16967.1	GCA_000186885.1
ADW16968.1	GCA_000186885.1
ADW16969.1	GCA_000186885.1
ADW16970.1	GCA_000186885.1
ADW16971.1	GCA_000186885.1
